attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
0,,,0.291666666666667,,,,,0.291666666666667,0,1,0,0,,0,NzRgdX0hyaclilZwYHx-wg,0,,0.291666666666667,1,"['Cafes', 'Restaurants']",0,0.291666666666667,Tropical Smoothie Cafe,0,0,,,,,,1,1,0,,,27,,AZ,1,0.875,0,0,1,"7000 E Mayo Blvd
Ste 1020
Phoenix, AZ 85064",0.875,,0,,,0,0.333333333333333,,0,0,0.875,no,0,Phoenix,,,3,,business,1,0,33.6557335865,0,,-111.929320062,0.875,,0.875,0.875,1,0,0.333333333333333,,,,0,0.875,0,,,,,0.291666666666667,quiet,,casual,,0,[],,0,,0
0,,1,0.458333333333333,,,,,0.458333333333333,0,1,2,0,,1,Kkx7XMwkd8GdhWln1vEYkQ,0,,0.458333333333333,0,"['American (New)', 'Restaurants']",1,0.458333333333333,Urban Vine,1,1,,,,,,2,0,0,,,74,,AZ,1,0.958333333333333,0,0,1,"2201 N 7th St
Phoenix, AZ 85006",0.875,,0,,,1,0.5,,0,0,0.875,free,0,Phoenix,1,,4,,business,1,0,33.4713,1,,-112.064761,0.875,,0.875,0.958333333333333,0,0,,,,,1,,0,,1,,,0.458333333333333,quiet,outdoor,casual,,1,[],,0,,0
0,,,,,,,,,0,0,,0,,,iuQi8l6qW_EKj-ZoqYeIKg,0,,,0,"['American (Traditional)', 'Restaurants']",,,La Madeleine PHX: Term 4 B19,,0,,,,,,1,0,,,,3,,AZ,1,,0,,1,"4140-4204 E Sky Harbor Blvd
Phoenix, AZ 85034",,,0,,,0,,,0,0,,,1,Phoenix,,,4,,business,,0,33.4360430298,0,,-111.992662574,,,,,1,,,,,,0,,0,,,,,,,,casual,,0,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,0,0,,0,Ls2ZYnTrESmH8t9TpCSHqA,0,,0.458333333333333,0,"['Mediterranean', 'Restaurants']",1,0.458333333333333,ZK Grill,0,0,,,,,,1,0,0,,,27,,AZ,1,0.875,0,0,1,"4804 E Chandler Blvd
Phoenix, AZ 85048",0.833333333333333,,0,,,0,0.458333333333333,,0,0,0.833333333333333,no,1,Phoenix,,,4,,business,1,0,33.3057767,0,,-111.9798844,0.833333333333333,,0.833333333333333,0.875,1,0,0.458333333333333,,,,0,0.833333333333333,0,,,,,0.458333333333333,quiet,,casual,,1,[],,0,,0
,,,,,,,,,,,,,,,IYnakiaZdJOKaUirabgn5A,,,,,"['Mexican', 'Restaurants']",,,Tapaz,,,,,,,,,,,,,4,,AZ,1,,,,1,"2908 E Sky Harbor Blvd
Phoenix Sky Harbor International Airport (PHX)
Phoenix, AZ 85034",,,,,,0,,,,0,,,1,Phoenix,,,3.5,,business,,,33.433753,,,-112.016786,,,,,1,,,,,,,,,,,,,,,,,,0,[],,,,
0,,,,,,,,,0,0,0,0,,0,jnYXh397aNwrkffOa8zoOA,0,,,0,"['Pizza', 'Restaurants']",0,,Giant Manhatten Pizza,0,0,,,,,,2,0,0,,,7,,AZ,1,,0,0,1,"10431 N 19th Ave
Phoenix, AZ 85021",,,0,,,0,,,0,1,,no,1,Phoenix,,,3.5,,business,0,0,33.5813148,0,,-112.0989931,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,0,[],,0,,0
0,,,,,,,,,0,1,0,0,,0,wbndBnssRoL2DM8sd8OaMA,0,,,0,"['Mexican', 'Restaurants']",1,,El Snappy Mexican Food,0,0,,,,,,1,0,0,,,3,,AZ,0,,0,0,1,"3558-3598 S Central Ave
Phoenix, AZ 85040",,,0,,,0,,,0,0,,no,1,Phoenix,,,4.5,,business,1,0,33.414014,0,,-112.0735031,,,,,1,0,,,,,1,,0,,,,,,quiet,,casual,,1,[],,0,,0
,,,0.458333333333333,,,,,0.458333333333333,,,,,,,CN4v-5eDSgNLSJkWmHxspw,,,0.458333333333333,,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",,0.458333333333333,Pizza Hut,,,,,,,,,,,,,4,,AZ,,0.916666666666667,,,,"34640 N. North Valley Pkwy., #A3
Phoenix, AZ 85086",0.916666666666667,,,,,,0.458333333333333,,,,0.916666666666667,,1,Phoenix,,,2,,business,,,33.7987803,,,-112.1292642,0.916666666666667,,0.916666666666667,0.916666666666667,,,0.458333333333333,,,,,0.916666666666667,,,,,,0.458333333333333,,,,,,[],,,,
0,,,0.458333333333333,,,,,0.458333333333333,0,0,1,0,,1,rVO3RY-G7K5xZjV1UrEx6g,0,,0.458333333333333,0,"['Seafood', 'Mexican', 'Restaurants']",0,,Pacifica Ceviche,0,0,,,,,,1,0,0,,,8,,AZ,1,0.916666666666667,0,0,1,"6544 W Thomas Rd
Phoenix, AZ 85033",0.875,,0,,,0,0.458333333333333,,0,0,0.875,free,1,Phoenix,1,,5,,business,1,0,33.4813036,0,,-112.2023452,,,0.875,0.916666666666667,1,0,0.458333333333333,,,,1,0.875,0,,0,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,0,0,,0,72_aUjBImjJb79o_bOpJkg,0,,0.458333333333333,1,"['Burgers', 'American (Traditional)', 'Restaurants']",0,0.458333333333333,Five Guys Burgers and Fries,0,0,,,,,,2,0,0,,,17,,AZ,1,0.916666666666667,0,0,1,"16900 N Tatum Blvd
Ste 100
Phoenix, AZ 85032",0.916666666666667,,0,,,0,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,,,3,,business,0,0,33.6396352,0,,-111.9778682,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.458333333333333,,,,0,0.916666666666667,0,,,0,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,1,0,0,,0,xiGt6SFOe1S6mHjLD8bK_A,0,,0.416666666666667,0,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']",1,0.416666666666667,Firehouse Subs,0,0,,,,,,1,0,0,,,21,,AZ,1,0.916666666666667,0,0,1,"4025 E Chandler Blvd
Ste. 68
Phoenix, AZ 85048",0.916666666666667,,0,,,0,0.416666666666667,,0,0,0.916666666666667,no,1,Phoenix,,,4.5,,business,1,0,33.304667,0,,-111.9945819,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.416666666666667,,,,1,0.916666666666667,0,,,0,,0.416666666666667,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,2,0,,1,ed6ieiNh4Xr3bmnMyuTDdA,0,,0.458333333333333,1,"['American (New)', 'Southern', 'Restaurants']",1,0.458333333333333,Southern Rail Restaurant,0,1,,,,,,2,0,0,,,289,,AZ,1,0.916666666666667,0,0,1,"300 W Camelback Rd
Phoenix, AZ 85013",0.916666666666667,,0,,,1,0.416666666666667,,0,0,0.916666666666667,no,1,Phoenix,,,3.5,,business,1,0,33.5095804404,0,,-112.078765541,0.875,,0.916666666666667,0.916666666666667,1,0,0.416666666666667,,,,1,0.875,0,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.6875,,,,,0.479166666666667,0,1,0,0,,0,4BcXBxadXP8UHUb2CBt2jA,0,,0.6875,0,"['Bakeries', 'Food', 'Indian', 'Restaurants']",1,0.6875,Pastries N Chaat,0,0,,,,,,1,0,1,,,54,,AZ,1,0.916666666666667,0,0,1,"4030 E Bell Rd
Ste 101
Phoenix, AZ 85032",0.875,,1,,,0,0.479166666666667,,0,0,0.875,free,1,Phoenix,,,4,,business,1,0,33.6417888,0,,-111.9947311,0.875,,0.875,0.916666666666667,1,0,0.6875,,,,0,0.875,1,,,,,0.6875,average,,casual,,1,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,,2,0,,0,DdGdLf6dM0-2Eszv3r8g2Q,0,,0.416666666666667,0,"['Mexican', 'Restaurants']",0,0.416666666666667,Mi Tierra,0,0,,,,,,1,0,0,,,3,,AZ,1,0.0416666666666667,0,0,1,"6740 W McDowell Rd
Phoenix, AZ 85035",0.875,,0,,,0,0.354166666666667,,0,0,0.875,,1,Phoenix,,,2.5,,business,,0,33.466287,0,,-112.205971,0.875,,0.875,0.875,0,0,0.354166666666667,,,,1,0.875,0,,,,,0.416666666666667,average,,casual,,0,[],,0,,0
1,,,,,,,,,1,1,1,0,,0,nRVyESpoh9ZVNwl70-bz9g,0,,,0,"['Mexican', 'Restaurants']",0,,Taco Mich,0,0,,,,,,1,0,0,,,18,,AZ,1,,0,0,1,"1602 E McDowell Rd
Phoenix, AZ 85006",,,0,,,0,,,0,0,,no,1,Phoenix,,,4.5,,business,0,0,33.4659640278,0,,-112.047461752,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,,,0,,,ODjmGrTHfm1vvnXZrLabow,0,,,0,['Restaurants'],,,Mid City Kitchen,,0,,,,,,2,0,,,,4,,AZ,1,,0,,1,"Sky Harbor Airport
Phoenix, AZ 85034",,,0,,,0,,,0,0,,,1,Phoenix,,,3,,business,,0,33.4372686,0,,-112.0077881,,,,,1,,,,,,0,,0,,,,,,,,casual,,0,[],,0,,0
,,,,,,,,,,,,,,,e2kMmgqvTiemkP2ODlR0GQ,,,,,"['Pizza', 'Restaurants']",0,,Little Caesars Pizza,,,,,,,,1,,,,,3,,AZ,1,,,,1,"3202 E Greenway
Phoenix, AZ 85036",,,,,,0,,,,1,,no,1,Phoenix,,,2.5,,business,,,33.6263332,,,-112.0121559,,,,,,,,,,,,,,,,,,,,,casual,,0,[],,,,
0,,,0.375,,,,,0.375,0,0,0,0,,0,5OwjSCWWzVXxuwpI_rVH4Q,0,,0.375,0,"['Steakhouses', 'American (Traditional)', 'Sandwiches', 'Restaurants']",0,0.375,Joe's Philly Steak & More,0,0,,,,,,1,0,0,,,29,,AZ,1,0.875,1,0,1,"8018 N 19th Ave
Phoenix, AZ 85021",0.875,,0,,,0,0.375,,0,0,0.875,no,1,Phoenix,,,3.5,,business,,0,33.5537292,0,,-112.0997028,0.875,,0.875,0.875,1,0,,,,,1,,0,,,,,0.375,very_loud,,casual,,1,[],,0,,0
,,,0.458333333333333,,,,,0.458333333333333,,1,0,,,,ugzYgcgArt7fZMkE3M0IUg,,,,,"['Food', 'Pizza', 'Food Trucks', 'Restaurants']",,,Focoso,,,,,,,,2,,,,,12,,AZ,1,0.875,,,1,"Phoenix, AZ 85001",0.5625,,,,,,0.458333333333333,,,,0.5625,,1,Phoenix,1,,4.5,,business,1,,33.45,,,-112.07,,,,0.875,,,,,,,,,,,1,,,0.458333333333333,,,casual,,,[],,,,
0,,,0.458333333333333,,,,,0.458333333333333,0,1,1,0,,0,9r98bxT8fCMkTef7UM6GZA,0,,0.458333333333333,0,"['Fast Food', 'Mexican', 'Restaurants']",0,0.458333333333333,Chipotle Mexican Grill,0,0,,,,,,1,0,0,,,13,,AZ,1,0.916666666666667,0,0,1,"3009 W Agua Fria Fwy
Ste 1
Phoenix, AZ 85027",0.916666666666667,,0,,,0,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,,,2.5,,business,1,0,33.6666997,0,,-112.1233078,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.458333333333333,,,,0,0.916666666666667,0,,,0,,0.458333333333333,average,,casual,,1,[],,0,,0
,,,,,,,,,,,2,,,0,XcdNfN9ltk86DOZvbczvWA,,,,,"['Barbeque', 'Restaurants']",0,,Famous Daves,0,,,,,,,,,0,,,5,,AZ,,,,0,,"83rd & Bell Ave
Phoenix, AZ",,,,,,,,,,0,,,1,Phoenix,,,3,,business,,,33.6405825,,,-112.0015008,,,,,,0,,,,,1,,,,,,,,,,,,,[],,,,
,,,0.458333333333333,,,,,0.458333333333333,,1,,,,,mqY2yL4G_BNF8wFZCTM7jQ,,,0.458333333333333,,"['Fast Food', 'Mexican', 'Restaurants']",,0.458333333333333,Chipotle Mexican Grill,,,,,,,,1,,,,,5,,AZ,1,0.916666666666667,,,1,"3009 W Agua Fria Fwy
Ste 1
Phoenix, AZ 85027",0.916666666666667,,,,,0,0.458333333333333,,,1,0.916666666666667,,1,Phoenix,,,3.5,,business,,,33.6666997,,,-112.1233078,0.916666666666667,,0.916666666666667,0.916666666666667,1,,0.458333333333333,,,,,0.916666666666667,,,,,,0.458333333333333,,,casual,,1,[],,,,
0,,1,0.458333333333333,,,,,0.458333333333333,0,1,1,0,,1,LsKF7GFQ0j5U1jLMwq0_hQ,0,,0.458333333333333,0,"['Wine Bars', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']",1,0.458333333333333,Oven + Vine,0,0,,,0,,1,2,0,0,0,0,111,,AZ,1,0.916666666666667,0,0,1,"14 W Vernon Ave
Phoenix, AZ 85003",0.916666666666667,,0,0,,0,0.458333333333333,,0,0,0.916666666666667,no,1,Phoenix,,,4.5,,business,0,0,33.474235,1,0,-112.074605,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,,,0,,1,,1,,,,,0.458333333333333,average,outdoor,casual,,1,[],,0,0,0
0,,,0.458333333333333,,,,,0.458333333333333,1,1,0,0,,0,51vtDjP79vBjaI5dbkPoPw,0,,0.458333333333333,0,"['Pizza', 'Restaurants']",0,0.458333333333333,Grand Avenue Pizza Company,1,0,,,,,,1,0,0,,,66,,AZ,1,0.166666666666667,0,0,1,"1031 Grand Ave
Phoenix, AZ 85007",0.166666666666667,,0,,,0,0.666666666666667,,0,1,0.166666666666667,no,1,Phoenix,,,3.5,,business,1,0,33.4549602,0,,-112.0871161,0.166666666666667,,0.166666666666667,0.166666666666667,1,0,,,,,0,,1,,1,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,1,IheYoy35P3l11BQ1pNA9pg,0,,,1,"['Mexican', 'Restaurants']",0,,Alfonso's Mexican Food,0,0,,,,,,1,0,0,,,17,,AZ,1,,0,0,1,"18631 N 19th Ave
Ste 100
Phoenix, AZ 85027",,,0,,,0,,,0,0,,no,1,Phoenix,,,4,,business,1,0,33.6567037375,0,,-112.099063732,,,,,1,0,,,,,0,,1,,,,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,,0,,0,A8XLtmxLAhgpQPaSHSLJFA,0,,,0,"['Mexican', 'Restaurants']",0,,Los Taquitos,0,0,,,,,,2,1,0,,,47,,AZ,1,,0,0,1,"Phoenix Sky Harbor International Airport
4202 E Sky Harbor Blvd
Phoenix, AZ 85034",,,0,,,0,,,0,0,,free,1,Phoenix,,,2,,business,0,0,33.4338945547,0,,-111.996408471,,,,,1,0,,,,,0,,1,,,,,,loud,,casual,,0,[],,0,,0
0,,,0.291666666666667,,,,,0.291666666666667,0,0,0,0,,1,AstBY--d6rxLfrVIfXHF0g,0,,0.291666666666667,0,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,0.291666666666667,Appetite Xpress,1,0,,,,,,2,1,0,,,7,,AZ,1,0.625,0,0,1,"507 W Thomas Rd
Ste A
Phoenix, AZ 85013",0.625,,0,,,1,0.333333333333333,,0,1,0.625,free,0,Phoenix,1,,4,,business,1,0,33.4800301695,0,,-112.080959348,0.625,,0.625,0.583333333333333,1,0,,,,,1,,1,,,,,0.291666666666667,quiet,,casual,,1,[],,0,,0
1,,,0.458333333333333,,,,,0.458333333333333,1,1,0,0,,1,affjTj3KukF943igpTWIng,0,,0.458333333333333,0,"['Chinese', 'Restaurants']",0,0.458333333333333,Good Taste House,0,0,,,,,,1,0,0,,,50,,AZ,1,0,0,0,1,"8510 N 7th St
Phoenix, AZ 85020",0.895833333333333,,0,,,0,0.458333333333333,,0,1,0.895833333333333,no,1,Phoenix,,,3,,business,0,0,33.5606210688,0,,-112.065430464,0.895833333333333,,0.895833333333333,0,1,0,0.604166666666667,,,,0,0.895833333333333,0,,,,,0.458333333333333,very_loud,,casual,,0,[],,0,,0
0,,,0.375,,,,,0.375,0,1,,0,,1,SAaB2_tdkALzrFK4tg-fRg,0,,0.375,0,"['Middle Eastern', 'Restaurants']",1,0.375,Ya Hala!,0,0,,,,,,1,0,0,,,9,,AZ,1,0.791666666666667,1,0,1,"2301 E Bell Rd
Phoenix, AZ 85022",0.791666666666667,,0,,,1,0.375,,0,0,0.791666666666667,,1,Phoenix,1,,4.5,,business,,0,33.6398705963,0,,-112.034189289,0.791666666666667,,0.791666666666667,0.791666666666667,1,0,0.5,,,,1,0.666666666666667,0,,,,,0.375,quiet,,casual,,0,[],,0,,0
,,,,,,,,,0,0,,,,,b4OWMo5U2WzC4QVGde5NfA,,,,0,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants']",,,Nocawich,,,,,,,,1,1,,,,18,,AZ,1,,0,,1,"Phoenix Sky Harbor International Airport, Trm 4
3400 E Sky Harbor Blvd Phoenix, Az 85034
Phoenix, AZ 85034",,,0,,,0,,,,0,,free,1,Phoenix,,,2.5,,business,,,33.4387307431,0,,-111.998485588,,,,,1,,,,,,0,,,,,,,,,,casual,,1,[],,,,
0,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,BMjggIgOghBMEXPo8q7q3w,0,,0.458333333333333,0,"['Kosher', 'Italian', 'Pizza', 'Restaurants']",1,0.458333333333333,LaBella Pizzeria and Restaurant,0,0,,,,,,2,0,0,,,54,,AZ,1,0.625,1,0,1,"6505 N 7th St
Phoenix, AZ 85014",0.875,,0,,,1,0.854166666666667,,0,1,0.875,no,1,Phoenix,,,4.5,,business,1,0,33.5313736456,1,,-112.064528175,0.875,,0.875,0,1,1,0.458333333333333,,,,1,0.875,1,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,0,0,0,,0,qCp3jf-oFw4XnW-ARsAR5A,0,,0.416666666666667,0,"['Fast Food', 'Restaurants']",,0.416666666666667,Dairy Queen Grill & Chill,0,0,,,,,,1,0,0,,,17,,AZ,1,0.979166666666667,0,0,1,"3308 Baseline Rd
Phoenix, AZ 85042",0.9375,,1,,,0,0.416666666666667,,0,0,0.9375,no,1,Phoenix,,,3,,business,,0,33.3785642695,0,,-112.009993561,0.9375,,0.9375,0.979166666666667,1,0,0.416666666666667,,,,0,0.9375,0,,,1,,0.416666666666667,,,casual,,0,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,1,0,0,,0,JrHeLDbryXm0aJH61d0iyw,0,,0.416666666666667,1,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']",1,0.416666666666667,Jersey Mike's Subs,0,0,,,,,,1,0,0,,,18,,AZ,1,0.916666666666667,0,0,1,"1743 E Camelback
Suite A-02
Phoenix, AZ 85016",0.916666666666667,,0,,,0,0.416666666666667,,0,1,0.916666666666667,free,1,Phoenix,,,4,,business,1,0,33.508731,0,,-112.043835,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.416666666666667,,,,1,0.875,0,,,0,,0.416666666666667,quiet,,casual,,1,[],,0,,0
,,,,,,,,,,1,,,,,GnKSTLyqXH8xPY-zwf-WLw,,,,,"['Food', 'Pizza', 'Food Trucks', 'Restaurants']",,,The Rocket Truck,,,,,,,,,,,,,3,,AZ,1,,,,,"Phoenix, AZ 85018",,,,,,,,,,0,,,1,Phoenix,,,4.5,,business,1,,33.4483771,,,-112.0740373,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,0.416666666666667,,,,,0.416666666666667,,0,,,,,gp_jHO6waljWuc0lRVtseQ,,,0.416666666666667,,"['Food', 'Ice Cream & Frozen Yogurt', 'Mexican', 'Shaved Ice', 'Restaurants']",,0.416666666666667,Antojitos Mi Pueblo,,,,,,,,2,,,,,7,,AZ,1,0.854166666666667,,,1,"505 W  Dunlap Ave
Ste H
Phoenix, AZ 85021",0.854166666666667,,,,,0,0.375,,,0,0.854166666666667,,1,Phoenix,,,4.5,,business,,,33.567251,,,-112.081407,0.854166666666667,,0.854166666666667,0.854166666666667,1,,0.333333333333333,,,,1,0.708333333333333,,,,,,0.416666666666667,,,casual,,1,[],,,,
0,,,0,,,,,0,0,0,0,0,,0,TaRIGRKP0H_deKJ4HzTJ_Q,0,,0,0,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']",0,0,Wildflower Bread Company,0,0,,,,,,1,1,1,,,82,,AZ,1,0,0,0,1,"3400 E Sky Harbor Blvd
Terminal 4, Gates A9-A14
Phoenix, AZ 85034",0,,0,,,0,0,,0,0,0,free,1,Phoenix,,,4,,business,0,0,33.4427437076,0,,-111.999176753,0,,0,0,1,0,0,,,,1,0,1,,0,,,0,average,,casual,,1,[],,0,,0
0,,,0.375,,,,,0.375,0,0,0,0,,0,fMYmjjCOW6XAouNYGYuIwQ,0,,0.375,0,"['Mexican', 'Restaurants']",0,0.375,Carniceria Y Taqueria Los Primos,0,0,,,,,,1,0,0,,,15,,AZ,1,0.958333333333333,0,0,1,"1941 E Oak St
Phoenix, AZ 85006",0.958333333333333,,0,,,0,0.375,,0,0,0.958333333333333,no,1,Phoenix,,,4.5,,business,1,0,33.4727632963,0,,-112.039418004,0.958333333333333,,0.958333333333333,0.958333333333333,1,0,,,,,0,,0,,,,,0.375,average,,casual,,1,[],,0,,0
,,,,,,,,,,0,,,,,6DnA9e4LHVafOyneQ2SjrA,,,,,"['Food', 'Ethnic Food', 'Seafood', 'Restaurants', 'Specialty Food']",,,El Pacifico Botanas,,,,,,,,1,,,,,4,,AZ,1,,,,1,"1615 W Bethany Home Rd
Phoenix, AZ 85015",,,,,,0,,,,,,,1,Phoenix,,,5,,business,,,33.5226564,,,-112.0941341,,,,,1,,,,,,,,,,,,,,,,casual,,0,[],,,,
1,,1,0.458333333333333,,,,,0.458333333333333,0,1,1,0,,0,Any6WyiVNmgbnWLqoxPXgQ,0,,0.458333333333333,0,"['Cafes', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']",1,0.458333333333333,ThirdSpace,1,0,,,,,,1,0,0,,1,46,,AZ,1,0.0833333333333333,1,0,1,"1028 Grand Ave
Phoenix, AZ 85007",0,,0,,,1,0.458333333333333,,0,0,0,free,1,Phoenix,,,4.5,,business,0,0,33.4552386,0,,-112.0867883,0,,0,0.0833333333333333,0,0,,,1,,0,,0,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.416666666666667,,,,,0.416666666666667,0,1,0,0,,0,ip2u1q046HzhFc1sC-pR5A,0,,0.416666666666667,1,"['Greek', 'Vegetarian', 'Mediterranean', 'Restaurants']",0,0.416666666666667,Mika's Greek,0,0,,,,,,1,0,0,,,31,,AZ,1,0.875,0,0,1,"503 W Thomas Rd
Phoenix, AZ 85013",0.875,,0,,,0,0.416666666666667,,0,0,0.875,free,1,Phoenix,,,4,,business,1,0,33.4800186,0,,-112.0807408,0.875,,0.875,0.875,1,0,,,,,0,,1,,,,,0.416666666666667,average,,casual,,1,[],,0,,0
1,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,Fy4uYGVdR20B2_dtyiOSYg,0,,0.458333333333333,0,"['Barbeque', 'Restaurants']",1,0.458333333333333,Smoke Dem Bones BBQ,0,0,,,,,,2,0,0,,,33,,AZ,1,0.833333333333333,1,0,1,"1650 E Indian School Rd
Phoenix, AZ 85016",0.833333333333333,,0,,,1,0.458333333333333,,0,1,0.833333333333333,no,1,Phoenix,1,,3,,business,1,0,33.4949202,0,,-112.0455882,0.833333333333333,,0.833333333333333,0.833333333333333,1,0,0.5,,,,1,0.75,0,,0,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,1,0,,0,0t9N1QJv9L4HNXpmjHbsVQ,0,,,0,"['Buffets', 'Chinese', 'Restaurants']",1,,China Asia Super Buffet,0,0,,,,,,1,0,0,,,6,,AZ,1,,0,0,1,"5301 W Indian School Rd
Phoenix, AZ 85031",,,0,,,1,,,0,0,,,0,Phoenix,,,3,,business,1,0,33.4944863,0,,-112.1737689,,,,,1,0,,,,,1,,0,,,,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,Xr0ukmkIUI2NwzzlCDu_bQ,0,,,0,"['Burgers', 'Restaurants']",0,,Burger Joint,0,0,,,,,,2,0,1,,,19,,AZ,1,,1,0,1,"101 N 1st Ave
Ste 150
Phoenix, AZ 85003",,,0,,,0,,,0,0,,no,0,Phoenix,,,2.5,,business,0,0,33.4494738995,0,,-112.074914798,,,,,1,0,,,,,1,,0,,,0,,,average,,casual,,1,[],,0,,0
,,,,,,,,,0,,,,,,yMyScQ91HZzJjgDbSffmrA,,,,0,"['Fast Food', 'Sandwiches', 'Restaurants']",,,Subway,,,,,,,,1,0,,,,6,,AZ,1,,0,,1,"2302 W Deer Valley Rd
Phoenix, AZ 85027",,,0,,,0,,,,0,,,1,Phoenix,,,3,,business,,,33.684192,0,,-112.109076,,,,,1,,,,,,0,,,,,1,,,average,,casual,,1,[],,,,
0,,,0.458333333333333,,,,,0.458333333333333,0,0,2,0,,0,UquaBiiMajmNBpqahru43A,0,,0.458333333333333,0,"['Sushi Bars', 'Restaurants']",1,0.458333333333333,Uni Sushi,0,0,,,,,,2,0,0,,,4,,AZ,1,0.958333333333333,0,0,1,"6544 W Thomas Rd
Ste 28
Phoenix, AZ 85033",0.916666666666667,,0,,,,0.458333333333333,,0,0,0.916666666666667,free,1,Phoenix,,,4.5,,business,1,0,33.4813036,0,,-112.2023452,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,0.458333333333333,,,,1,0.875,0,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
